Description,Label
"[XHHW Wire] Green, 4 AWG, Alum",Wire
"2"" CONDUIT SEAL OFFS",Conduit
1” Scd 40 Pvc,Conduit
"[Custom Feeder] (4) 6 AWG, THH",Wire
2/0 thhn orange cu,Wire
"1/4"" X 1-1/2"" LAG BOLTS",Exclude
"2"" RIGID Conduit",Conduit
COP THHN12STRYEL2500RL THHN-12,Wire
"1-1/4"" GRC",Conduit
"1"" EMT LR",Conduit
#6 AL Green THHN Wire,Wire
CADDY CAT12BC,Exclude
low voltage cable 4 cond x 16 ,Wire
#6 Red Wire THHN / T90 - Coppe,Wire
VDW CAT6234PUTPCMRBL1000PB CAT,Wire
#300 AL XHHW,Wire
"1 1/2"" EMT Lock Nut",Exclude
4” PVC 90’s  ,Exclude
"3/4"" Metal flexible conduit",Conduit
"2 1/2"" PVC Sch 40",Conduit
"3/0 - THHN, CU, STR - BLK,RED,",Wire
1 1/4 emt,Conduit
#4 THHN/T90 Cu GREEN,Wire
3/8 X 10' STAINLESS STEEL THRE,Exclude
BLACK ELECTRICAL TAPE,Exclude
"3/8"" Bang On ROD HANGER",Exclude
COP THHN14STRBLU500RL THHN-14-,Wire
GALV COUP 1,Exclude
Ideal 31-381 ClearGlide Wire P,Wire
Korky Universal Toilet Flapper,Exclude
#12 Black THWN (Solid) 2500' s,Wire
Metal Zipit,Exclude
"[PVC] 3"", Schedule 80, 10' St",Conduit
Yellow Wire Nut,Exclude
2 1/2 emt,Conduit
1/0 AWG SER Single phase (100,Wire
001MO01 49230 EMT100 1X10',Conduit
tarps 20' x 10',Exclude
"1/2"" compression connector",Exclude
12 thhn green standed,Wire
"[PVC] 6"", Schedule 80, 10' Sti",Conduit
Cat 6 Cable,Wire
"12 AWG THHN Solid Copper, Blue",Wire
"2 1/2"" emt LB",Conduit
"1/2"" emt",Conduit
Rolls of Plastic Store SKU # 9,Exclude
"4"" PVC 90 degree elbows  16"" R",Exclude
WIRENUT WINGED RED 500 BAG,Exclude
"2-1/2"" EMT",Conduit
CONDUIT 3/4-EMT,Conduit
3/4 Inch Seal Tight Metal Stra,Exclude
THHN Solid Wire No. 12 Black,Wire
#12 wire Thhn Thwn green solid,Wire
2IN ALUM METAL FLEX,Conduit
"1 1/2"" EMT minerallac strap (c",Exclude
#10 thhn white,Wire
8/3 RMX,Exclude
12-2 mc cable orn/gry/grn,Wire
#4 Bare Thhn Copper,Wire
"3/4"" GRAY ENT tubing",Conduit
THHN 6 STR,Wire
"1/4""X1-1/4"" Phillips head Tapc",Exclude
"42"" Leviton Wireless Structure",Wire
"1-1/4"" EMT Conduit, 10'",Conduit
#3/0 XHHW AL,Wire
"[ENT] 3/4"", 200'",Conduit
14/2 romex,Wire
#12 SOL BL/W W/ BL STRIPE,Wire
WIC. MCA 6/3 STR MR,Exclude
"1/2"" BLUE ENT",Conduit
ORB 4AR1G-58 1-G 4S ADJUSTABLE,Exclude
036A CME +150' CUT FEE,Exclude
1300' 500 MCM XHHW Alu Wire Wh,Wire
"LINEAR FEET OF 6"" PVC SCHED 40",Exclude
XHHW 6 STR GRN,Wire
mater bundle of 1 5/8'' Unstru,Exclude
1 IN. LB PVC,Conduit
"[SER Cable] Aluminum, 3/0-3/0-",Wire
#1/0 XHHW AL,Wire
"[NM-B Wire] 12/2, Yellow, 1000",Wire
"^MPC25 1/4"" Ko Muti-Purpose Ca",Exclude
"1 1/2"" PVC Conduit Sch 40",Conduit
Putty pad; 7 in. x 7 in. x 3/1,Exclude
"#8  3/4"" long self starting fr",Exclude
"4"" EMT CODUIT 10' LONG",Conduit
"[Wedge Anchor] 1 3/4"" Length,",Exclude
24215-024 OVER QUOTE,Exclude
zipits,Exclude
4/0 copper wire THWN,Wire
250 xhhw  AL  Yellow,Wire
"2"" schedule 40 PVC",Conduit
"[Sawzall Blade] 6"", Metal (5PK",Exclude
# 10 awg Solid Red  THHN,Wire
2” emt,Conduit
1”x3” Rigid Nipple,Exclude
"[PVC] 1 1/2"", Schedule 80, 10'",Conduit
"12 AWG THHN SOLID COPPER, GREE",Wire
"1"" ENT connector",Exclude
"1-1/4"" EMT CONDUIT",Conduit
#4 THHN STR Cu BLACK,Wire
MA ADPTR 2-1/2IN X 2.48IN PVC,Conduit
3/4 flex aluminum,Conduit
"1-1/4"" PVC Conduit, 10', Sched",Conduit
"[GRC/RMC] 2"", 10' Sticks",Conduit
4” schedule 40 pvc,Conduit
SCH 80 3 IN. PVC,Conduit
810' 500 MCM XHHW Alu Wire Bl,Wire
4sq blank cover plates,Exclude
White nylon single gang gfci c,Exclude
3/8 Sammy's,Exclude
#10 thhn red (2500' spool),Wire
32 7/8'' Band saw Blades (3-PK,Exclude
# 4  AWG CU GREEN THWN or XXHW,Wire
"4"" square extension boxes 1/2 ",Exclude
TSGB24 caddy slider bracket,Exclude
10 thwn stranded red,Wire
"SQUEEZE CONNECTOR 2-1/2""",Exclude
Thomas & Betts TC712ART EMT Co,Conduit
3/4 rain tight connectors emt,Exclude
XHHW 400 GRN,Wire
PVC 07580 3/4-PVC-SCHED-80-CON,Conduit
"MASTER BUNDLE 3/4"" EMT CONDUIT",Conduit
18-2 wire (500' spools),Wire
"3"" x 3"" Galvanized Conduit Nip",Conduit
PULL CORD,Exclude
"Cable Tie, Standard, 11.1"" Lo",Exclude
#12 THHN STR WHITE,Wire
500 alum xhhw,Wire
12”x12” x48” nema 1 trough,Exclude
Sleeve of Black Electrical Ta,Exclude
Caddy KX Clips,Exclude
3/0 awg GREEN  aluminum ,Wire
DUCT TAPE ECONOMY 8 MIL,Exclude
"2""X3"" PHENOLIC LABELS",Exclude
"2.5"" schedule 40 pvc",Conduit
1-1/2 EMT,Conduit
"1-1/2"" PVC Female Terminal Ada",Exclude
"2 1/2"" Greenfield Flex",Conduit
"3/4"" PVC M/A",Conduit
TAPE 165 GRAY,Exclude
1/4 in. x 1-3/4 in. Hex-Washer,Exclude
EMT300,Conduit
3/4 pvc female adap,Exclude
"[4 SQ Box] 3 1/2"" Deep, 1/2"" &",Exclude
2” PVC Conduit,Conduit
14 AWG THHN/THWN Stranded Copp,Wire
500' Black #14 THHN Wire Stran,Wire
14STR-1/0 DR LUG,Exclude
Cantex 1 in. 90-Degree Bell-En,Exclude
6X6 NON PAINTED GUTTER END CAP,Exclude
#8 Thhn red copper,Wire
Carlon B618RR Round Old Work B,Exclude
2500' roll #12 awg green thhn,Wire
"1"" to 3/4"" reducing washer",Exclude
2”EMT COMPRESSION STEEL COUPL,Exclude
"1""PVC Couplings",Exclude
2/0-2/0-2/0-1 AL SER Cable (B,Wire
12/2 MC 1000' reels,Wire
2” Locknut,Exclude
"4-1/2"" angle grinder wheel (st",Exclude
"2"" PVC sch. 80",Conduit
3/0 Alum xhhw,Wire
"4"" UNISTRUT STRAPS",Exclude
#12 Blue Solid WIRE,Wire
250 MCM Alu Wire Blue (METER S,Wire
350 Kcmil XHHW AL Colors or Bl,Wire
24” x 24” x 12” Interior Dry L,Exclude
"#8 X 1"" SELF TAPPER PHILLIPS ",Exclude
"1/2"" strut straps universal",Exclude
#12 THHN Green,Wire
Danger Tape Red,Exclude
"2 1/2""  PVC SCH 40 (20' LENGT",Conduit
3 IN EMT Compression Conduit C,Exclude
12/2 MC-CABLE HV BRN/GRY-1000R,Wire
10-3 MC Cable BRN/Orange/GRAY,Wire
3C #10 SJOOW CORD,Wire
300 mcm al,Exclude
"2"" grc compression coupling",Exclude
6IN HDPE TO PVC TRANSITION FI,Conduit
TYNDALL CHAPEL 23004-150  MOD7,Exclude
Charlotte Pipe 2 in. PVC Socke,Conduit
2/0 awg GREEN  Aluminum XHHW ,Wire
"1"" PVC Sch 80",Conduit
1/4 - 20 x 1 bolts,Exclude
Large Hole saw Arber,Exclude
TYNDALL FLIGHT 22014-320,Exclude
1” Pvc Schl 40,Conduit
PVC Transport CES,Conduit
4/0 Bare Copper,Wire
STREMT 75 EMT TO LT FLEX,Conduit
"3/4"" emt pipe",Conduit
350 Kcmil ORANGE AL THWN or XX,Wire
"#4 THHN, Black",Wire
ARL SB130,Exclude
"[XHHW Wire] Black, 500 MCM AWG",Wire
1 1/4'' EMT Compression Coupl,Exclude
#12 black solid,Wire
2'' PVC CONDUITS,Conduit
3/4' to 1/2' reducing washers,Exclude
8x 500' rolls #12 thhn solid w,Wire
2 gang nail on Range box with ,Exclude
Feet of #10 THHN CU Solid (Whi,Wire
thhn-12-str-blk-500s,Wire
 3/4 ENT,Conduit
"6""x6""x48"" NEMA 1 WIREWAY WITH ",Exclude
160' 350 MCM Alu XHHW Wire (Bl,Wire
"3/4"" emt pulling L",Conduit
"EMT Conduit, 1"", Galvanized S",Conduit
"3/4"" WP COMP COUP",Exclude
"4"" PVC Conduit, 10', Schedule",Conduit
#4 THHN RED,Wire
#10 THHN Green Stranded 2500' ,Wire
"18/2, FPLR, Non-Plenum, Unshie",Wire
"[4 SQ Mud Ring] 1"" Raised, 1 ",Exclude
4”Pvc Schl 40,Conduit
#10 THHN Black Stranded 2500' ,Wire
"1.25"" PVC coated GRC",Conduit
3 1/2” Sealtight Str Conn,Exclude
193WA 15007-CUT REEL3/4LT FLEX,Conduit
xhhw 250 kcmil AL Black ,Wire
Rolls Black Electrical Tape,Exclude
"Dottie MB14114 1/4"" Tap Bolt",Exclude
2” 3 Piece WP Ko Seal,Exclude
#6 BROWN THHN COPPER,Wire
thhn wire 10 Red AWG copper so,Wire
"24X24X6"" J BOXES",Exclude
"4-11/16"" Single Gang P-Ring 3",Exclude
1/0 THHN Cooper Wire Red,Wire
"4"" RIGID CONDUIT",Conduit
8 AWG THHN/THWN-2 Stranded Co,Wire
RAC 590 3-1/2 DEEP SW BOX PLAS,Exclude
"4"" PVC SCHEDULE 40",Conduit
"3/4"" Rigid conduit",Conduit
12 AWG XHHW Solid Copper Blue ,Wire
"1"" PVC conduit Schedule 40",Conduit
12-2 ROMEX,Wire
4” PVC x 10’  pipe,Conduit
handy box cover,Exclude
FLEX LIQ TIGHT CONDUIT,Conduit
CAT 6 - PVC JACKET - BLUE,Conduit
"10-2   MC cable. Blk,wht,grn",Wire
Cad welder for 4/0 T Ground Mo,Wire
36'' RACK,Exclude
CAULK,Exclude
"1 1/2"" PVC conduit (10 FT stic",Conduit
3/4 carflex 100' spools,Conduit
THHN #8 RED,Wire
"4"" PVC schedule 40",Conduit
"PVC 1"" ELBOW SCH 40 90° STANDA",Exclude
1 1/2” Pvc Conduit,Conduit
"EMT Conduit, 2-1/2"", Steel, 10",Conduit
"3 gang 5/8"" rise plaster ring",Exclude
"2000ft 12/4 Low ""Black and Red",Wire
30' total Green #6 Alu wire Xh,Wire
"[ENT] 3/4"", 750'",Conduit
Arlington RW44 Reducing Washer,Exclude
"2-1/2"" PVC Conduit Coupling",Exclude
"12 AWG THHN/THWN SOLID COPPER,",Wire
"4-11/16"" 1"" raised single gan",Exclude
FELICITY 22008-141AL01,Exclude
"Carlon UA7FRB 6"" PVC Elbow, 4",Exclude
185' 300 MCM XHHW Alu Wire Blu,Wire
"3"" PVC",Conduit
STL FLEX 1/2,Conduit
cat6 blue,Wire
"3"" X 8"" rigid nipple",Exclude
ARLINGTON BE1 2 GANG,Exclude
2/0 THHN/THWN-2 STRANDED,Wire
"1/4""  rod couplings",Exclude
#12 solid Blue THHN 500'reel,Wire
#6AWG XHHW AL WIRE GREEN,Wire
4/0 THHN Copper,Wire
"[PVC] 2"", Schedule 40, 10' Sti",Conduit
16/2 pink and purple wire,Wire
#10 brown thhn,Wire
Arlington 5010AST MC/AC/Flex C,Conduit
Wire THHN # 10 green,Wire
roll red phase tape,Exclude
4/0 SER,Wire
THHN Solid No.12  Green,Wire
14/2 RMX,Wire
"3/4"" PVC Conduit, 10', Schedu",Conduit
"1"" F.A.",Exclude
#1 XHHW AL,Wire
4x4 Combo Boxes,Exclude
"GRADE 5 3/8"" HEX NUT",Exclude
"4"" PVC TA",Conduit
"[Ethernet Wire] Cat 6, Plenum,",Wire
3 -1/2 ”       Schl 40   pvc  ,Conduit
"7/8"" STRUT",Exclude
"1/2"" PVC Schedule 40",Conduit
1 thru 45 wire numbers,Wire
500' 6-3 ROMEX,Wire
1000' 2/0-3wire MC Cable Alumi,Wire
Fire caulk,Exclude
3/4” emt ,Conduit
Caddy #CJ6 Cable Support,Wire
2 EMT TO FLEX CONT,Conduit
#10 THHN Blue Stranded 2500' r,Wire
"3/4"" FLEX",Conduit
"1/2"" EMT CONDUIT",Conduit
MC ALUM 6/4,Exclude
THHN GRY,Wire
"3/4"" Flex",Conduit
"Hubbell-Raco 773 4"" Square Cov",Exclude
"#10 x 2"" Steel Self Drilling S",Wire
#4 Yellow THHN CU,Wire
F CLIPS,Exclude
#10 SOL BR/GY W BR STRIPE,Wire
"2"" Sealtight",Conduit
Quarts PVC Glue,Exclude
3/4 BLUE ENT COND,Conduit
"Black, 2 AWG,  Stranded, 30'",Wire
Cat6 Blue CMR Cable 2000',Wire
20'x20' heavy duty poly tarps,Exclude
"3"" PVC Sch.40 Conduit",Conduit
TA4,Exclude
"1"" Sch 40 PVC Conduit",Conduit
brown 10 thhn,Wire
3/4” pvc Male Adaptors ,Exclude
eyf250 emerson seal off,Exclude
"tie raps 12"" black",Exclude
1/4 All Tread Rod 10 Foot,Exclude
"1""PVC MA",Conduit
